Network	Bait	Prey	Bait_uniprot	Prey_uniprot	Interaction	SILAC Ratio               (Prey abundance in EGFRNetmtKRAS-Lo AP/Prey abundance in EV control AP)	Log2 (SILAC ratio)	t-test                                   P value	Significance A	Is significantly rewired (relative to EGFRNetmtKRAS-Hi)?	Is interaction in Bioplex 2.0 (Huttlin et al., 2017)?	Is interaction in Rolland et al., 2014?	Is interaction in IID (Kotlyar et al. 2016)?	Is interaction in Hein et al., 2015?
EGFRNetmtKRAS-Lo	RPS6KA1	RPS6KA1	Q15418	Q15418	RPS6KA1_RPS6KA1	9.63	3.27	2.08E-10	7.76E-03	No	No	No	Yes	No
EGFRNetmtKRAS-Lo	RPS6KA1	CSNK2B	Q15418	P67870	RPS6KA1_CSNK2B	6.83	2.77	2.19E-09	2.01E-02	No	No	No	Yes	No
EGFRNetmtKRAS-Lo	RPS6KA1	HSPA6	Q15418	P17066	RPS6KA1_HSPA6	5.89	2.56	3.16E-03	2.93E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	RPS6KA1	HSPA8	Q15418	P11142	RPS6KA1_HSPA8	6.98	2.80	2.29E-10	1.91E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	RPS6KA1	HSPA5	Q15418	P11021	RPS6KA1_HSPA5	4.86	2.28	6.79E-11	4.61E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	RPS6KA1	HSP90AB1	Q15418	P08238	RPS6KA1_HSP90AB1	6.63	2.73	3.09E-10	2.18E-02	No	No	No	Yes	No
EGFRNetmtKRAS-Lo	RPS6KA1	HSP90AA1	Q15418	P07900	RPS6KA1_HSP90AA1	6.59	2.72	3.53E-09	2.21E-02	No	No	No	Yes	No
EGFRNetmtKRAS-Lo	RPS6KA2	RPS6KA1	Q15349	Q15418	RPS6KA2_RPS6KA1	3.72	1.90	1.22E-06	3.24E-02	No	No	No	Yes	No
EGFRNetmtKRAS-Lo	RPS6KA2	RPS6KA2	Q15349	Q15349	RPS6KA2_RPS6KA2	4.60	2.20	5.70E-13	1.69E-02	No	No	No	Yes	No
EGFRNetmtKRAS-Lo	RPS6KA2	RPL34	Q15349	P49207	RPS6KA2_RPL34	3.35	1.74	3.35E-06	4.36E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	RPS6KA3	PGAM5	P51812	Q96HS1	RPS6KA3_PGAM5	1.74	0.80	2.76E-04	3.17E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	RPS6KA3	HSP90AB2P	P51812	Q58FF8	RPS6KA3_HSP90AB2P	2.14	1.10	7.36E-06	5.20E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	RPS6KA3	CDC37	P51812	Q16543	RPS6KA3_CDC37	4.60	2.20	1.02E-06	1.32E-07	No	No	No	Yes	No
EGFRNetmtKRAS-Lo	RPS6KA3	RPS6KA1	P51812	Q15418	RPS6KA3_RPS6KA1	25.33	4.66	5.60E-11	4.35E-28	No	No	No	Yes	No
EGFRNetmtKRAS-Lo	RPS6KA3	CSNK2A3 	P51812	Q8NEV1	RPS6KA3_CSNK2A3	1.80	0.85	7.89E-06	2.41E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	RPS6KA3	CSNK2A1	P51812	P68400	RPS6KA3_CSNK2A1	1.80	0.85	7.89E-06	2.41E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	RPS6KA3	CSNK2B	P51812	P67870	RPS6KA3_CSNK2B	12.39	3.63	7.22E-09	9.00E-18	No	No	No	Yes	No
EGFRNetmtKRAS-Lo	RPS6KA3	HNRNPM	P51812	P52272	RPS6KA3_HNRNPM	1.92	0.94	9.35E-03	1.42E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	RPS6KA3	RPS6KA3	P51812	P51812	RPS6KA3_RPS6KA3	22.72	4.51	4.86E-11	2.34E-26	No	No	No	Yes	No
EGFRNetmtKRAS-Lo	RPS6KA3	HSPA9	P51812	P38646	RPS6KA3_HSPA9	2.23	1.16	1.62E-06	3.39E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	RPS6KA3	HNRNPA2B1	P51812	P22626	RPS6KA3_HNRNPA2B1	1.79	0.84	2.30E-02	2.52E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	RPS6KA3	HSPA6	P51812	P17066	RPS6KA3_HSPA6	5.06	2.34	4.43E-03	2.21E-08	No	No	No	No	No
EGFRNetmtKRAS-Lo	RPS6KA3	HSPA8	P51812	P11142	RPS6KA3_HSPA8	6.67	2.74	4.27E-11	7.35E-11	No	No	No	Yes	No
EGFRNetmtKRAS-Lo	RPS6KA3	HSPA5	P51812	P11021	RPS6KA3_HSPA5	3.03	1.60	1.10E-07	9.39E-05	No	No	No	No	No
EGFRNetmtKRAS-Lo	RPS6KA3	PRKAR1A	P51812	P10644	RPS6KA3_PRKAR1A	1.64	0.71	6.11E-04	4.91E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	RPS6KA3	HNRNPA1L2	P51812	Q32P51	RPS6KA3_HNRNPA1L2	1.68	0.75	5.91E-04	4.12E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	RPS6KA3	HNRNPA1	P51812	P09651	RPS6KA3_HNRNPA1	1.68	0.75	5.91E-04	4.12E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	RPS6KA3	HSP90AB1	P51812	P08238	RPS6KA3_HSP90AB1	3.47	1.80	5.30E-11	1.34E-05	No	No	No	Yes	No
EGFRNetmtKRAS-Lo	RPS6KA3	HSPA1A	P51812	P08107	RPS6KA3_HSPA1A	3.67	1.88	1.95E-10	5.64E-06	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	RPS6KA3	HSP90AA1	P51812	P07900	RPS6KA3_HSP90AA1	3.27	1.71	1.07E-09	3.15E-05	No	No	No	Yes	No
EGFRNetmtKRAS-Lo	RPS6KA3	HSPB1	P51812	P04792	RPS6KA3_HSPB1	3.34	1.74	9.50E-04	2.39E-05	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	RPS6KA3	BAG2	P51812	O95816	RPS6KA3_BAG2	2.81	1.49	2.47E-08	2.47E-04	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	PSAT1	Q8N5H7	Q9Y617	SH2D3C_PSAT1	2.95	1.56	1.61E-02	8.94E-09	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	HYOU1	Q8N5H7	Q9Y4L1	SH2D3C_HYOU1	1.42	0.51	4.47E-02	3.51E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	TLN1	Q8N5H7	Q9Y490	SH2D3C_TLN1	2.05	1.04	1.22E-02	9.67E-05	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	USP24	Q8N5H7	Q9UPU5	SH2D3C_USP24	1.67	0.74	4.05E-02	4.18E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	MYO6	Q8N5H7	Q9UM54	SH2D3C_MYO6	1.45	0.53	2.12E-03	2.89E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	ATPIF1	Q8N5H7	Q9UII2	SH2D3C_ATPIF1	1.43	0.52	1.67E-02	3.23E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	CYB5R1	Q8N5H7	Q9UHQ9	SH2D3C_CYB5R1	1.47	0.56	2.20E-02	2.31E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	DPP7	Q8N5H7	Q9UHL4	SH2D3C_DPP7	1.40	0.48	2.92E-08	4.34E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	GRHPR	Q8N5H7	Q9UBQ7	SH2D3C_GRHPR	3.49	1.80	9.97E-04	3.55E-11	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	VPS29	Q8N5H7	Q9UBQ0	SH2D3C_VPS29	1.78	0.83	1.65E-02	1.45E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	RCC2	Q8N5H7	Q9P258	SH2D3C_RCC2	1.84	0.88	1.56E-02	8.04E-04	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	RNPEP	Q8N5H7	Q9H4A4	SH2D3C_RNPEP	1.51	0.59	4.39E-03	1.68E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	WDR13	Q8N5H7	Q9H1Z4	SH2D3C_WDR13	2.24	1.16	6.72E-03	1.46E-05	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	HINT2	Q8N5H7	Q9BX68	SH2D3C_HINT2	2.64	1.40	2.15E-03	2.12E-07	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	GMPPA	Q8N5H7	Q96IJ6	SH2D3C_GMPPA	1.89	0.91	2.16E-02	5.07E-04	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	OTUB1	Q8N5H7	Q96FW1	SH2D3C_OTUB1	1.94	0.95	1.61E-02	3.09E-04	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	PYCR2	Q8N5H7	Q96C36	SH2D3C_PYCR2	1.51	0.59	6.73E-06	1.69E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	LPP	Q8N5H7	Q93052	SH2D3C_LPP	1.44	0.53	6.81E-03	3.00E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	DDX11L8	Q8N5H7	A8MPP1	SH2D3C_DDX11L8	1.43	0.51	3.84E-03	3.33E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	DDX12P	Q8N5H7	Q92771	SH2D3C_DDX12P	1.43	0.51	3.84E-03	3.33E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	LEMD2	Q8N5H7	Q8NC56	SH2D3C_LEMD2	1.45	0.54	1.17E-02	2.79E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	SH2D3C	Q8N5H7	Q8N5H7	SH2D3C_SH2D3C	5.54	2.47	2.61E-07	2.03E-19	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	KIAA1967	Q8N5H7	Q8N163	SH2D3C_KIAA1967	1.43	0.51	7.78E-04	3.43E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	DDX42	Q8N5H7	Q86XP3	SH2D3C_DDX42	1.52	0.60	3.40E-02	1.55E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	USP34	Q8N5H7	Q70CQ2	SH2D3C_USP34	1.64	0.71	3.91E-02	5.53E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	TRIM72	Q8N5H7	Q6ZMU5	SH2D3C_TRIM72	1.58	0.66	2.26E-04	9.13E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	RNF213	Q8N5H7	Q63HN8	SH2D3C_RNF213	1.41	0.50	8.57E-03	3.89E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	NEDD8	Q8N5H7	Q15843	SH2D3C_NEDD8	1.71	0.77	2.73E-04	2.74E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	PTGES3	Q8N5H7	Q15185	SH2D3C_PTGES3	2.24	1.17	1.41E-03	1.34E-05	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	PAFAH1B3	Q8N5H7	Q15102	SH2D3C_PAFAH1B3	3.17	1.66	2.39E-02	9.38E-10	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	PRPSAP1	Q8N5H7	Q14558	SH2D3C_PRPSAP1	1.42	0.50	7.14E-06	3.72E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	TTLL12	Q8N5H7	Q14166	SH2D3C_TTLL12	2.13	1.09	1.96E-02	4.27E-05	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	COTL1	Q8N5H7	Q14019	SH2D3C_COTL1	3.66	1.87	5.51E-06	6.89E-12	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	PPID	Q8N5H7	Q08752	SH2D3C_PPID	1.60	0.67	3.68E-02	7.92E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	GSTO1	Q8N5H7	P78417	SH2D3C_GSTO1	2.74	1.45	2.07E-02	8.14E-08	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	PAFAH1B2	Q8N5H7	P68402	SH2D3C_PAFAH1B2	3.03	1.60	1.83E-05	3.91E-09	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	TUBA4A	Q8N5H7	P68366	SH2D3C_TUBA4A	1.60	0.68	3.16E-02	7.70E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	YWHAZ	Q8N5H7	P63104	SH2D3C_YWHAZ	1.53	0.62	4.83E-02	1.39E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	PPIA	Q8N5H7	P62937	SH2D3C_PPIA	1.54	0.62	4.62E-02	1.30E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	YWHAG	Q8N5H7	P61981	SH2D3C_YWHAG	1.68	0.75	2.55E-02	3.62E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	PRPS1	Q8N5H7	P60891	SH2D3C_PRPS1	1.64	0.72	1.20E-04	5.09E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	ADK	Q8N5H7	P55263	SH2D3C_ADK	3.48	1.80	7.43E-06	3.99E-11	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	ARHGDIA	Q8N5H7	P52565	SH2D3C_ARHGDIA	2.52	1.34	5.43E-03	7.33E-07	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	HDGF	Q8N5H7	P51858	SH2D3C_HDGF	1.43	0.51	4.80E-02	3.42E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	CRIP1	Q8N5H7	P50238	SH2D3C_CRIP1	1.81	0.85	7.43E-03	1.09E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	MARCKSL1	Q8N5H7	P49006	SH2D3C_MARCKSL1	2.08	1.06	2.20E-03	7.12E-05	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	ALDH1A3	Q8N5H7	P47895	SH2D3C_ALDH1A3	1.93	0.95	7.73E-07	3.14E-04	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	EIF4A3	Q8N5H7	P38919	SH2D3C_EIF4A3	1.48	0.56	3.38E-02	2.21E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	PRDX2	Q8N5H7	P32119	SH2D3C_PRDX2	1.46	0.54	7.58E-03	2.63E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	HLA-B	Q8N5H7	Q31610	SH2D3C_HLA-B	1.70	0.76	2.82E-04	3.10E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	DNAJB1	Q8N5H7	P25685	SH2D3C_DNAJB1	2.08	1.06	5.84E-03	7.09E-05	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	UBA1	Q8N5H7	P22314	SH2D3C_UBA1	1.94	0.96	3.97E-02	2.82E-04	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	NQO1	Q8N5H7	P15559	SH2D3C_NQO1	1.51	0.59	4.71E-02	1.74E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	EZR	Q8N5H7	P15311	SH2D3C_EZR	1.40	0.48	2.31E-03	4.30E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	ANXA3	Q8N5H7	P12429	SH2D3C_ANXA3	2.59	1.37	4.72E-02	3.80E-07	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	CKB	Q8N5H7	P12277	SH2D3C_CKB	2.87	1.52	1.83E-04	1.94E-08	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	PRPS2	Q8N5H7	P11908	SH2D3C_PRPS2	1.69	0.76	8.26E-04	3.21E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	G6PD	Q8N5H7	P11413	SH2D3C_G6PD	1.55	0.64	4.36E-03	1.16E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	GAA	Q8N5H7	P10253	SH2D3C_GAA	1.63	0.70	3.43E-02	6.07E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	GSTP1	Q8N5H7	P09211	SH2D3C_GSTP1	1.93	0.95	2.92E-02	3.15E-04	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	ANXA2P2	Q8N5H7	A6NMY6	SH2D3C_ANXA2P2	1.40	0.49	2.22E-02	4.11E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	ANXA2	Q8N5H7	P07355	SH2D3C_ANXA2	1.40	0.49	2.22E-02	4.11E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	ISG15	Q8N5H7	P05161	SH2D3C_ISG15	1.80	0.85	1.84E-03	1.15E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	HSPB1	Q8N5H7	P04792	SH2D3C_HSPB1	1.74	0.80	2.35E-02	1.99E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	CAT	Q8N5H7	P04040	SH2D3C_CAT	2.16	1.11	7.16E-05	3.16E-05	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	HLA-C	Q8N5H7	P10321	SH2D3C_HLA-C	1.42	0.50	2.04E-04	3.65E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	PGK1	Q8N5H7	P00558	SH2D3C_PGK1	3.55	1.83	7.77E-03	2.11E-11	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	TXNDC12	Q8N5H7	O95881	SH2D3C_TXNDC12	1.75	0.81	5.99E-03	1.87E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	IDH1	Q8N5H7	O75874	SH2D3C_IDH1	2.58	1.37	1.18E-02	4.21E-07	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	CS	Q8N5H7	O75390	SH2D3C_CS	2.04	1.03	8.21E-03	1.09E-04	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	PRPSAP2	Q8N5H7	O60256	SH2D3C_PRPSAP2	1.54	0.62	1.05E-03	1.36E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	ACTN4	Q8N5H7	O43707	SH2D3C_ACTN4	1.39	0.47	2.01E-04	4.64E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	B4GALT5	Q8N5H7	O43286	SH2D3C_B4GALT5	1.71	0.77	1.44E-03	2.76E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	CLIC1	Q8N5H7	O00299	SH2D3C_CLIC1	4.56	2.19	6.27E-03	1.30E-15	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	SH2D3C	ACOT7	Q8N5H7	O00154	SH2D3C_ACOT7	2.18	1.13	1.67E-02	2.50E-05	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH3BGRL	MYO6	O75368	Q9UM54	SH3BGRL_MYO6	1.64	0.71	1.25E-02	2.04E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH3BGRL	CORO1C	O75368	Q9ULV4	SH3BGRL_CORO1C	3.87	1.95	7.27E-09	1.16E-08	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH3BGRL	MYO5B	O75368	Q9ULV0	SH3BGRL_MYO5B	1.80	0.85	5.19E-03	7.20E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH3BGRL	PSME2	O75368	Q9UL46	SH3BGRL_PSME2	1.97	0.98	9.68E-03	2.49E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	SH3BGRL	LIMA1	O75368	Q9UHB6	SH3BGRL_LIMA1	2.63	1.40	1.48E-06	3.13E-05	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH3BGRL	TMOD3	O75368	Q9NYL9	SH3BGRL_TMOD3	2.97	1.57	3.21E-06	3.38E-06	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH3BGRL	FANCD2	O75368	Q9BXW9	SH3BGRL_FANCD2	2.82	1.49	1.17E-02	9.39E-06	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH3BGRL	CORO1B	O75368	Q9BR76	SH3BGRL_CORO1B	3.04	1.60	2.40E-06	2.19E-06	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH3BGRL	ARPC5L	O75368	Q9BPX5	SH3BGRL_ARPC5L	2.64	1.40	2.02E-05	2.94E-05	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH3BGRL	SH3KBP1	O75368	Q96B97	SH3BGRL_SH3KBP1	2.32	1.22	3.90E-02	2.44E-04	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH3BGRL	CORO2A	O75368	Q92828	SH3BGRL_CORO2A	2.26	1.17	1.16E-02	3.80E-04	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH3BGRL	ARPC1A	O75368	Q92747	SH3BGRL_ARPC1A	2.22	1.15	3.44E-02	4.76E-04	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH3BGRL	IPO4	O75368	Q8TEX9	SH3BGRL_IPO4	1.60	0.68	4.08E-02	2.54E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH3BGRL	RDH11	O75368	Q8TC12	SH3BGRL_RDH11	1.88	0.91	2.67E-02	4.55E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH3BGRL	ACTBL2	O75368	Q562R1	SH3BGRL_ACTBL2	2.47	1.30	1.16E-02	9.54E-05	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH3BGRL	DBN1	O75368	Q16643	SH3BGRL_DBN1	2.27	1.18	1.26E-03	3.41E-04	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH3BGRL	TOMM34	O75368	Q15785	SH3BGRL_TOMM34	1.57	0.65	3.82E-02	3.11E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH3BGRL	CTTN	O75368	Q14247	SH3BGRL_CTTN	1.52	0.60	1.55E-03	4.10E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH3BGRL	FLII	O75368	Q13045	SH3BGRL_FLII	1.72	0.78	5.62E-04	1.25E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH3BGRL	TWF1	O75368	Q12792	SH3BGRL_TWF1	2.43	1.28	1.02E-08	1.18E-04	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH3BGRL	REEP5	O75368	Q00765	SH3BGRL_REEP5	1.78	0.83	1.58E-02	8.50E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	SH3BGRL	ACTG1	O75368	P63261	SH3BGRL_ACTG1	2.29	1.20	7.58E-06	2.98E-04	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH3BGRL	ACTR2	O75368	P61160	SH3BGRL_ACTR2	2.13	1.09	7.52E-11	8.79E-04	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH3BGRL	ACTR3	O75368	P61158	SH3BGRL_ACTR3	2.19	1.13	1.10E-07	5.93E-04	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH3BGRL	DSTN	O75368	P60981	SH3BGRL_DSTN	1.55	0.63	7.02E-03	3.44E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH3BGRL	ACTB	O75368	P60709	SH3BGRL_ACTB	2.44	1.29	6.43E-07	1.14E-04	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH3BGRL	ARPC4	O75368	P59998	SH3BGRL_ARPC4	2.77	1.47	1.90E-05	1.30E-05	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH3BGRL	CAPZA1	O75368	P52907	SH3BGRL_CAPZA1	3.21	1.68	2.42E-06	7.22E-07	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH3BGRL	HNRNPM	O75368	P52272	SH3BGRL_HNRNPM	1.54	0.62	2.53E-04	3.65E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH3BGRL	CAPZB	O75368	P47756	SH3BGRL_CAPZB	3.39	1.76	1.84E-06	2.30E-07	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH3BGRL	CAPZA2	O75368	P47755	SH3BGRL_CAPZA2	3.18	1.67	7.11E-06	8.97E-07	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH3BGRL	CFL1	O75368	P23528	SH3BGRL_CFL1	1.93	0.95	1.05E-05	3.20E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH3BGRL	ELK1	O75368	P19419	SH3BGRL_ELK1	6.86	2.78	6.14E-03	9.94E-16	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH3BGRL	ITGA2	O75368	P17301	SH3BGRL_ITGA2	1.60	0.68	9.55E-03	2.56E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH3BGRL	AKR1A1	O75368	P14550	SH3BGRL_AKR1A1	2.46	1.30	9.94E-03	9.64E-05	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	SH3BGRL	HSPA8	O75368	P11142	SH3BGRL_HSPA8	1.51	0.59	9.15E-05	4.38E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH3BGRL	GSN	O75368	P06396	SH3BGRL_GSN	2.46	1.30	3.37E-04	1.02E-04	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH3BGRL	HSPB1	O75368	P04792	SH3BGRL_HSPB1	1.93	0.95	1.55E-03	3.16E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Lo	SH3BGRL	BAG2	O75368	O95816	SH3BGRL_BAG2	1.86	0.90	1.70E-02	5.02E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH3BGRL	SVIL	O75368	O95425	SH3BGRL_SVIL	2.73	1.45	6.95E-05	1.72E-05	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH3BGRL	MYO1D	O75368	O94832	SH3BGRL_MYO1D	1.87	0.90	1.66E-02	4.86E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH3BGRL	SH3BGRL	O75368	O75368	SH3BGRL_SH3BGRL	17.84	4.16	6.14E-10	8.34E-33	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH3BGRL	WDR1	O75368	O75083	SH3BGRL_WDR1	1.93	0.95	2.39E-07	3.30E-03	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH3BGRL	MYO1B	O75368	O43795	SH3BGRL_MYO1B	1.73	0.79	4.43E-02	1.14E-02	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH3BGRL	ARPC5	O75368	O15511	SH3BGRL_ARPC5	2.28	1.19	1.83E-03	3.37E-04	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH3BGRL	ARPC3	O75368	O15145	SH3BGRL_ARPC3	2.39	1.26	4.30E-07	1.57E-04	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH3BGRL	ARPC2	O75368	O15144	SH3BGRL_ARPC2	2.15	1.10	7.21E-06	7.87E-04	No	No	No	No	No
EGFRNetmtKRAS-Lo	SH3BGRL	ARPC1B	O75368	O15143	SH3BGRL_ARPC1B	2.12	1.08	5.50E-07	9.69E-04	No	No	No	No	No
