Network	Bait	Prey	Bait_UniProt	Prey_UniProt	Interaction	SILAC Ratio               (Prey abundance in EGFRNetmtKRAS-Hi AP/Prey abundance in EV control AP)	Log2 (SILAC ratio)	t-test                    P value	Significance A	Is significantly rewired (relative to EGFRNetmtKRAS-Lo)?	Is interaction in Bioplex 2.0 (Huttlin et al., 2017)?	Is interaction in Rolland et al., 2014?	Is interaction in IID (Kotlyar et al. 2016)?	Is interaction in Hein et al., 2015?
EGFRNetmtKRAS-Hi	AKT1	HSP90AB1	P31749	P08238	AKT1_HSP90AB1	6.40	2.68	3.67E-11	1.93E-18	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	AKT1	HSPA1A	P31749	P08107	AKT1_HSPA1A	1.76	0.81	1.79E-04	4.30E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	AKT1	HSP90AA1	P31749	P07900	AKT1_HSP90AA1	5.67	2.50	1.29E-08	2.49E-16	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	AKT1	HSPB1	P31749	P04792	AKT1_HSPB1	4.22	2.08	3.59E-04	8.77E-12	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	AKT1	BAG2	P31749	O95816	AKT1_BAG2	2.66	1.41	2.58E-03	2.53E-06	No	No	No	No	No
EGFRNetmtKRAS-Hi	AKT1	RSL1D1	P31749	O76021	AKT1_RSL1D1	1.57	0.65	4.50E-02	1.76E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	AKT1	NOP56	P31749	O00567	AKT1_NOP56	1.47	0.56	1.29E-02	3.62E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	ARAF	CALML5	P10398	Q9NZT1	ARAF_CALML5	3.86	1.95	2.75E-02	4.37E-07	No	No	No	No	No
EGFRNetmtKRAS-Hi	ARAF	CCT7	P10398	Q99832	ARAF_CCT7	1.69	0.76	2.90E-06	2.89E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	ARAF	CDC37	P10398	Q16543	ARAF_CDC37	6.43	2.68	7.25E-09	5.62E-12	No	No	No	Yes	Yes
EGFRNetmtKRAS-Hi	ARAF	PKP1	P10398	Q13835	ARAF_PKP1	6.09	2.61	1.41E-02	2.16E-11	No	No	No	No	No
EGFRNetmtKRAS-Hi	ARAF	TGM3	P10398	Q08188	ARAF_TGM3	5.30	2.41	2.70E-03	5.92E-10	No	No	No	No	No
EGFRNetmtKRAS-Hi	ARAF	DSG1	P10398	Q02413	ARAF_DSG1	6.04	2.60	2.56E-02	2.61E-11	No	No	No	No	No
EGFRNetmtKRAS-Hi	ARAF	CCT2	P10398	P78371	ARAF_CCT2	1.74	0.80	7.04E-06	2.36E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	ARAF	UBA52	P10398	P62987	ARAF_UBA52	1.58	0.66	1.03E-02	4.96E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	ARAF	UBB	P10398	P0CG47	ARAF_UBB	1.58	0.66	1.03E-02	4.96E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	ARAF	UBC	P10398	P0CG48	ARAF_UBC	1.58	0.66	1.03E-02	4.96E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	ARAF	RPS27A	P10398	P62979	ARAF_RPS27A	1.58	0.66	1.03E-02	4.96E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	ARAF	YWHAG	P10398	P61981	ARAF_YWHAG	1.72	0.79	8.83E-06	2.49E-02	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	ARAF	CCT4	P10398	P50991	ARAF_CCT4	1.63	0.70	1.48E-04	4.01E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	ARAF	CCT8	P10398	P50990	ARAF_CCT8	1.59	0.67	5.56E-06	4.82E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	ARAF	CCT3	P10398	P49368	ARAF_CCT3	1.66	0.73	8.36E-06	3.45E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	ARAF	CCT6A	P10398	P40227	ARAF_CCT6A	1.61	0.68	2.67E-06	4.47E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	ARAF	YWHAB	P10398	P31946	ARAF_YWHAB	1.64	0.72	1.94E-05	3.69E-02	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	ARAF	YWHAQ	P10398	P27348	ARAF_YWHAQ	1.68	0.74	1.25E-04	3.18E-02	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	ARAF	TCP1	P10398	P17987	ARAF_TCP1	1.74	0.80	1.18E-05	2.33E-02	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	ARAF	DSP	P10398	P15924	ARAF_DSP	2.50	1.32	4.81E-02	4.34E-04	No	No	No	No	No
EGFRNetmtKRAS-Hi	ARAF	BRAF	P10398	P15056	ARAF_BRAF	56.16	5.81	6.09E-08	1.65E-49	No	Yes	No	Yes	No
EGFRNetmtKRAS-Hi	ARAF	JUP	P10398	P14923	ARAF_JUP	4.73	2.24	4.37E-03	7.37E-09	No	No	No	No	No
EGFRNetmtKRAS-Hi	ARAF	HSPA8	P10398	P11142	ARAF_HSPA8	2.02	1.02	2.77E-06	5.48E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	ARAF	PRKAR1A	P10398	P10644	ARAF_PRKAR1A	1.61	0.68	3.57E-05	4.45E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	ARAF	ARAF	P10398	P10398	ARAF_ARAF	12.81	3.68	4.19E-10	5.77E-21	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	ARAF	HSP90AB3P	P10398	Q58FF7	ARAF_HSP90AB3P	9.35	3.22	4.43E-11	1.61E-16	No	No	No	No	No
EGFRNetmtKRAS-Hi	ARAF	HSP90AB1	P10398	P08238	ARAF_HSP90AB1	9.35	3.22	4.43E-11	1.61E-16	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	ARAF	HSPA1A	P10398	P08107	ARAF_HSPA1A	2.00	1.00	1.23E-04	6.03E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	ARAF	HSP90AA1	P10398	P07900	ARAF_HSP90AA1	8.40	3.07	3.06E-11	3.83E-15	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	ARAF	RAF1	P10398	P04049	ARAF_RAF1	14.20	3.83	3.12E-09	1.53E-22	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	ARAF	BAG2	P10398	O95816	ARAF_BAG2	4.03	2.01	8.38E-07	1.88E-07	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	AXL	MRPS7	P30530	Q9Y2R9	AXL_MRPS7	1.95	0.97	3.70E-03	4.81E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	AXL	G3BP2	P30530	Q9UN86	AXL_G3BP2	1.96	0.97	1.98E-05	4.68E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	AXL	MRPL17	P30530	Q9NRX2	AXL_MRPL17	1.95	0.96	3.97E-03	4.87E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	AXL	MRPS31	P30530	Q92665	AXL_MRPS31	1.94	0.96	3.04E-03	4.94E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	AXL	CDC37	P30530	Q16543	AXL_CDC37	3.29	1.72	5.50E-03	1.34E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	AXL	PCBP2	P30530	Q15366	AXL_PCBP2	3.55	1.83	1.94E-05	6.84E-04	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	AXL	PCBP1	P30530	Q15365	AXL_PCBP1	1.96	0.97	2.27E-02	4.73E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	AXL	PABPC4	P30530	Q13310	AXL_PABPC4	2.41	1.27	7.16E-07	1.38E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	AXL	MRPS34	P30530	P82930	AXL_MRPS34	2.11	1.07	1.73E-03	3.17E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	AXL	SEC61B	P30530	P60468	AXL_SEC61B	2.61	1.38	2.27E-02	8.01E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	AXL	DNAJA1	P30530	P31689	AXL_DNAJA1	2.60	1.38	3.88E-04	8.17E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	AXL	AXL	P30530	P30530	AXL_AXL	23.15	4.53	1.59E-09	4.96E-16	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	AXL	HSPA6	P30530	P17066	AXL_HSPA6	3.00	1.59	8.73E-04	2.79E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	AXL	DSP	P30530	P15924	AXL_DSP	6.57	2.71	2.19E-03	8.59E-07	No	No	No	No	No
EGFRNetmtKRAS-Hi	AXL	PABPC3	P30530	Q9H361	AXL_PABPC3	2.26	1.18	1.48E-05	2.05E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	AXL	PABPC1	P30530	P11940	AXL_PABPC1	2.26	1.18	1.48E-05	2.05E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	AXL	HSPA8	P30530	P11142	AXL_HSPA8	3.42	1.77	2.13E-09	9.49E-04	No	No	No	No	No
EGFRNetmtKRAS-Hi	AXL	HSP90AB3P	P30530	Q58FF7	AXL_HSP90AB3P	2.19	1.13	1.00E-04	2.53E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	AXL	HSP90AB1	P30530	P08238	AXL_HSP90AB1	2.19	1.13	1.00E-04	2.53E-02	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	AXL	HSPA1A	P30530	P08107	AXL_HSPA1A	2.86	1.52	5.65E-08	4.07E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	AXL	HSP90AA1	P30530	P07900	AXL_HSP90AA1	2.21	1.15	1.23E-04	2.36E-02	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	AXL	BAG2	P30530	O95816	AXL_BAG2	7.26	2.86	2.75E-09	2.28E-07	No	No	No	No	No
EGFRNetmtKRAS-Hi	AXL	MRPS14	P30530	O60783	AXL_MRPS14	2.15	1.11	1.95E-03	2.79E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	AXL	IGF2BP3	P30530	O00425	AXL_IGF2BP3	2.12	1.08	8.91E-04	3.09E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	BAD	TIMM9	Q92934	Q9Y5J7	BAD_TIMM9	6.04	2.60	6.80E-06	1.50E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	BAD	AKAP8L	Q92934	Q9ULX6	BAD_AKAP8L	5.68	2.51	1.51E-09	1.81E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	BAD	DDX20	Q92934	Q9UHI6	BAD_DDX20	7.05	2.82	3.51E-08	9.23E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	BAD	ATAD3A	Q92934	Q9NVI7	BAD_ATAD3A	6.50	2.70	1.03E-09	1.20E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	BAD	OSBPL8	Q92934	Q9BZF1	BAD_OSBPL8	4.53	2.18	8.40E-07	3.41E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	BAD	IPO9	Q92934	Q96P70	BAD_IPO9	7.08	2.82	1.09E-03	9.11E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	BAD	HOOK2	Q92934	Q96ED9	BAD_HOOK2	5.84	2.55	2.43E-05	1.66E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	BAD	BAD	Q92934	Q92934	BAD_BAD	37.29	5.22	3.09E-11	6.34E-06	No	No	No	No	No
EGFRNetmtKRAS-Hi	BAD	GLG1	Q92934	Q92896	BAD_GLG1	4.04	2.02	6.80E-07	4.59E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	BAD	CASC5	Q92934	Q8NG31	BAD_CASC5	4.96	2.31	2.22E-06	2.67E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	BAD	MCU	Q92934	Q8NE86	BAD_MCU	10.93	3.45	5.38E-03	1.96E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	BAD	ATAD3B	Q92934	Q5T9A4	BAD_ATAD3B	7.47	2.90	1.48E-06	7.65E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	BAD	AGK	Q92934	Q53H12	BAD_AGK	5.10	2.35	1.30E-08	2.46E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	BAD	SMN1	Q92934	Q16637	BAD_SMN1	7.05	2.82	6.65E-08	9.25E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	BAD	PPP2R5E	Q92934	Q16537	BAD_PPP2R5E	18.59	4.22	8.37E-08	2.11E-04	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	BAD	KPNB1	Q92934	Q14974	BAD_KPNB1	4.30	2.10	1.55E-06	3.93E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	BAD	PPP2R5C	Q92934	Q13362	BAD_PPP2R5C	9.18	3.20	6.77E-06	3.75E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	BAD	PRKAA1	Q92934	Q13131	BAD_PRKAA1	7.52	2.91	1.49E-03	7.47E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	BAD	BCL2L1	Q92934	Q07817	BAD_BCL2L1	29.00	4.86	8.31E-07	2.43E-05	No	Yes	Yes	Yes	No
EGFRNetmtKRAS-Hi	BAD	YWHAH	Q92934	Q04917	BAD_YWHAH	11.19	3.48	6.97E-08	1.79E-03	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	BAD	SLC25A3	Q92934	Q00325	BAD_SLC25A3	4.58	2.20	1.06E-13	3.31E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	BAD	PRKDC	Q92934	P78527	BAD_PRKDC	4.50	2.17	3.32E-09	3.47E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	BAD	PPP2CA	Q92934	P67775	BAD_PPP2CA	9.43	3.24	2.63E-09	3.39E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	BAD	YWHAZ	Q92934	P63104	BAD_YWHAZ	11.09	3.47	1.84E-08	1.85E-03	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	BAD	YWHAE	Q92934	P62258	BAD_YWHAE	9.96	3.32	1.92E-08	2.78E-03	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	BAD	YWHAG	Q92934	P61981	BAD_YWHAG	9.41	3.23	1.83E-08	3.42E-03	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	BAD	GEMIN4	Q92934	P57678	BAD_GEMIN4	7.50	2.91	4.29E-04	7.52E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	BAD	EMD	Q92934	P50402	BAD_EMD	5.22	2.38	7.46E-05	2.31E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	BAD	SNCA	Q92934	P37840	BAD_SNCA	8.99	3.17	3.77E-07	4.04E-03	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	BAD	SFN	Q92934	P31947	BAD_SFN	10.19	3.35	1.15E-07	2.55E-03	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	BAD	YWHAB	Q92934	P31946	BAD_YWHAB	6.91	2.79	7.55E-09	9.84E-03	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	BAD	PPP2R1B	Q92934	P30154	BAD_PPP2R1B	12.03	3.59	7.05E-03	1.35E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	BAD	PPP2R1A	Q92934	P30153	BAD_PPP2R1A	9.59	3.26	1.93E-08	3.20E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	BAD	ABCD3	Q92934	P28288	BAD_ABCD3	4.49	2.17	1.79E-03	3.49E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	BAD	CAD	Q92934	P27708	BAD_CAD	5.09	2.35	1.50E-08	2.48E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	BAD	YWHAQ	Q92934	P27348	BAD_YWHAQ	11.07	3.47	1.70E-08	1.86E-03	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	BAD	PRKACB	Q92934	P22694	BAD_PRKACB	3.94	1.98	1.84E-12	4.91E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	BAD	HSPA6	Q92934	P17066	BAD_HSPA6	4.28	2.10	8.39E-07	3.97E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	BAD	HSPA8	Q92934	P11142	BAD_HSPA8	5.26	2.40	5.89E-11	2.26E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	BAD	HSPD1	Q92934	P10809	BAD_HSPD1	4.03	2.01	4.80E-09	4.63E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	BAD	CYC1	Q92934	P08574	BAD_CYC1	4.71	2.24	4.36E-08	3.07E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	BAD	IPO7	Q92934	O95373	BAD_IPO7	5.72	2.52	1.39E-02	1.77E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	BAD	ERLIN1	Q92934	O75477	BAD_ERLIN1	4.58	2.20	1.60E-09	3.31E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	BAD	PPP6C	Q92934	O00743	BAD_PPP6C	4.67	2.22	1.88E-04	3.15E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	BLK	GAR1	P51451	Q9NY12	BLK_GAR1	1.85	0.89	7.77E-03	7.19E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	BLK	PGAM5	P51451	Q96HS1	BLK_PGAM5	1.61	0.68	1.03E-02	2.90E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	BLK	CDC37	P51451	Q16543	BLK_CDC37	4.84	2.28	1.62E-02	2.74E-10	No	No	No	No	No
EGFRNetmtKRAS-Hi	BLK	DSG1	P51451	Q02413	BLK_DSG1	6.76	2.76	1.80E-02	3.06E-14	No	No	No	No	No
EGFRNetmtKRAS-Hi	BLK	BLK	P51451	P51451	BLK_BLK	16.59	4.05	3.14E-08	1.70E-28	Yes	No	No	Yes	No
EGFRNetmtKRAS-Hi	BLK	HSPA5	P51451	P11021	BLK_HSPA5	1.95	0.97	1.05E-04	3.89E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	BLK	PARP1	P51451	P09874	BLK_PARP1	2.30	1.20	1.34E-02	4.75E-04	No	No	No	No	No
EGFRNetmtKRAS-Hi	BLK	VIM	P51451	P08670	BLK_VIM	10.05	3.33	1.53E-03	7.02E-20	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	BLK	HSP90AB3P	P51451	Q58FF7	BLK_HSP90AB3P	1.52	0.61	9.68E-03	4.61E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	BLK	HSP90AB1	P51451	P08238	BLK_HSP90AB1	1.52	0.61	9.68E-03	4.61E-02	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	BLK	HNRNPCL1	P51451	O60812	BLK_HNRNPCL1	1.82	0.87	5.48E-03	8.40E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	BLK	HNRNPC	P51451	P07910	BLK_HNRNPC	1.82	0.87	5.48E-03	8.40E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	BLK	HSP90AA1	P51451	P07900	BLK_HSP90AA1	1.74	0.80	4.25E-03	1.39E-02	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	BLK	TUBB	P51451	P07437	BLK_TUBB	1.61	0.69	1.02E-02	2.83E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	BLK	P4HB	P51451	P07237	BLK_P4HB	2.27	1.18	2.86E-04	5.85E-04	No	No	No	No	No
EGFRNetmtKRAS-Hi	BLK	ATP5B	P51451	P06576	BLK_ATP5B	1.90	0.92	8.08E-03	5.42E-03	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	BLK	CDK1	P51451	P06493	BLK_CDK1	28.11	4.81	1.16E-04	2.51E-39	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	BLK	HSPB1	P51451	P04792	BLK_HSPB1	2.61	1.38	3.62E-02	7.48E-05	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	BMX	AP3M1	P51813	Q9Y2T2	BMX_AP3M1	2.27	1.19	1.15E-05	3.85E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	BMX	GRWD1	P51813	Q9BQ67	BMX_GRWD1	2.33	1.22	2.38E-05	3.45E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	BMX	CCT7	P51813	Q99832	BMX_CCT7	2.23	1.16	2.44E-08	4.24E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	BMX	HSPH1	P51813	Q92598	BMX_HSPH1	2.40	1.26	8.33E-04	2.96E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	BMX	AP3S1	P51813	Q92572	BMX_AP3S1	2.43	1.28	5.59E-04	2.78E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	BMX	CDC37	P51813	Q16543	BMX_CDC37	4.48	2.16	3.45E-09	6.20E-04	No	No	No	No	No
EGFRNetmtKRAS-Hi	BMX	BYSL	P51813	Q13895	BMX_BYSL	2.36	1.24	1.89E-03	3.23E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	BMX	TRIM26	P51813	Q12899	BMX_TRIM26	2.52	1.33	2.89E-02	2.32E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	BMX	CCT2	P51813	P78371	BMX_CCT2	2.41	1.27	3.07E-09	2.90E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	BMX	PPP2R2A	P51813	P63151	BMX_PPP2R2A	2.56	1.36	1.08E-03	2.14E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	BMX	ABCE1	P51813	P61221	BMX_ABCE1	2.52	1.33	1.51E-04	2.33E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	BMX	BMX	P51813	P51813	BMX_BMX	10.28	3.36	1.90E-09	2.59E-07	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	BMX	CCT4	P51813	P50991	BMX_CCT4	2.27	1.18	4.32E-09	3.87E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	BMX	CCT8	P51813	P50990	BMX_CCT8	2.23	1.16	1.44E-08	4.17E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	BMX	CCT3	P51813	P49368	BMX_CCT3	2.49	1.32	1.93E-09	2.46E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	BMX	CCT6A	P51813	P40227	BMX_CCT6A	2.35	1.23	6.50E-09	3.27E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	BMX	TCP1	P51813	P17987	BMX_TCP1	2.42	1.27	7.99E-10	2.86E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	BMX	GYS1	P51813	P13807	BMX_GYS1	3.06	1.61	2.57E-05	8.06E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	BMX	PRPS2	P51813	P11908	BMX_PRPS2	2.36	1.24	2.48E-02	3.21E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	BMX	HSPA5	P51813	P11021	BMX_HSPA5	2.48	1.31	4.42E-07	2.52E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	BMX	HSP90AB3P	P51813	Q58FF7	BMX_HSP90AB3P	2.63	1.39	2.50E-08	1.88E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	BMX	HSP90AB1	P51813	P08238	BMX_HSP90AB1	2.63	1.39	2.50E-08	1.88E-02	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	BMX	HSPA1A	P51813	P08107	BMX_HSPA1A	2.88	1.53	6.23E-08	1.13E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	BMX	HSP90AA1	P51813	P07900	BMX_HSP90AA1	2.33	1.22	1.63E-07	3.45E-02	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	BMX	PPM1G	P51813	O15355	BMX_PPM1G	3.00	1.59	2.47E-06	8.92E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	BMX	CHD1	P51813	O14646	BMX_CHD1	2.87	1.52	1.15E-04	1.15E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	BMX	PPP6C	P51813	O00743	BMX_PPP6C	2.16	1.11	1.64E-03	4.85E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	BMX	SMAP	P51813	O00193	BMX_SMAP	6.48	2.70	1.02E-08	2.85E-05	No	No	No	No	No
EGFRNetmtKRAS-Hi	BRAF	SDF2L1	P15056	Q9HCN8	BRAF_SDF2L1	4.95	2.31	2.24E-03	3.73E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	BRAF	SLC25A22	P15056	Q9H936	BRAF_SLC25A22	4.40	2.14	1.56E-02	4.88E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	BRAF	SPTBN4	P15056	Q9H254	BRAF_SPTBN4	10.72	3.42	3.39E-03	4.39E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	BRAF	RPTOR	P15056	Q8N122	BRAF_RPTOR	4.42	2.14	4.89E-03	4.84E-02	No	Yes	No	No	No
EGFRNetmtKRAS-Hi	BRAF	TMEM33	P15056	P57088	BRAF_TMEM33	4.53	2.18	5.21E-03	4.58E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	BRAF	CTSB	P15056	P07858	BRAF_CTSB	6.24	2.64	2.87E-02	2.10E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	BRAF	KRAS	P15056	P01116	BRAF_KRAS	7.70	2.95	5.91E-04	1.18E-02	No	Yes	No	No	No
EGFRNetmtKRAS-Hi	BRAF	ATAD3A	P15056	Q9NVI7	BRAF_ATAD3A	1.72	0.78	1.74E-02	2.08E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	BRAF	ATAD3B	P15056	Q5T9A4	BRAF_ATAD3B	2.59	1.37	1.95E-02	2.91E-07	No	No	No	No	No
EGFRNetmtKRAS-Hi	BRAF	CDC37	P15056	Q16543	BRAF_CDC37	5.66	2.50	7.09E-07	5.51E-20	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	BRAF	YWHAH	P15056	Q04917	BRAF_YWHAH	6.71	2.75	1.70E-08	1.06E-23	No	Yes	No	Yes	No
EGFRNetmtKRAS-Hi	BRAF	MAP2K1	P15056	Q02750	BRAF_MAP2K1	7.19	2.85	2.48E-03	2.50E-25	No	Yes	No	Yes	Yes
EGFRNetmtKRAS-Hi	BRAF	YWHAZ	P15056	P63104	BRAF_YWHAZ	4.09	2.03	6.29E-07	7.44E-14	No	Yes	No	Yes	Yes
EGFRNetmtKRAS-Hi	BRAF	YWHAE	P15056	P62258	BRAF_YWHAE	4.50	2.17	7.90E-08	1.56E-15	No	Yes	No	Yes	No
EGFRNetmtKRAS-Hi	BRAF	YWHAG	P15056	P61981	BRAF_YWHAG	6.74	2.75	9.82E-08	7.84E-24	Yes	Yes	No	Yes	No
EGFRNetmtKRAS-Hi	BRAF	HSPA9	P15056	P38646	BRAF_HSPA9	1.74	0.80	2.84E-03	1.75E-03	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	BRAF	MAP2K2	P15056	P36507	BRAF_MAP2K2	4.77	2.25	2.99E-04	1.34E-16	No	Yes	No	Yes	No
EGFRNetmtKRAS-Hi	BRAF	SFN	P15056	P31947	BRAF_SFN	4.22	2.08	5.31E-07	2.14E-14	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	BRAF	YWHAB	P15056	P31946	BRAF_YWHAB	4.20	2.07	8.92E-08	2.75E-14	No	Yes	No	Yes	No
EGFRNetmtKRAS-Hi	BRAF	YWHAQ	P15056	P27348	BRAF_YWHAQ	3.76	1.91	1.23E-06	1.80E-12	No	Yes	No	Yes	No
