diseaseName	diseaseUMLSCUI	source	numGenesAssociatedToDisease	intersection	intersectionSize	geneRatio	bgRatio	pvalue	totalGenesSource	p_adjusted	query	bait	method	type
Adenoma	C0001430	CURATED	38	GJA1,SLC19A1,KRAS,AIP	4	4/496	4/14132	0.147649923281752	14132	0.548699039222728	combined_Raf1S259F	Raf1S259F	combined	Active
Acinar cell adenoma	C0334389	CURATED	38	KRAS,AIP,SLC19A1,GJA1	4	4/496	4/14132	0.147649923281752	14132	0.548699039222728	combined_Raf1S259F	Raf1S259F	combined	Active
Childhood Kidney Wilms Tumor	C1333015	CURATED	38	DICER1,WT1,COL6A3,AMER1	4	4/496	4/14132	0.147649923281752	14132	0.548699039222728	combined_Raf1S259F	Raf1S259F	combined	Active
Malignant neoplasm of large intestine	C0346629	CURATED	173	KRAS,LIG4,PIK3R1,SH2B3,PIK3CA,BAMBI,DICER1,IER2,AMER1,SPOP	10	10/496	10/14132	0.15532041286644	14132	0.569508180510282	combined_Raf1S259F	Raf1S259F	combined	Active
Alopecia	C0002170	CURATED	21	PRKAR1A,HLA-B,ZFP36	3	3/496	3/14132	0.166978833311068	14132	0.59884403787426	combined_Raf1S259F	Raf1S259F	combined	Active
Stomach Neoplasms	C0038356	CURATED	349	PIK3CA,KRAS,CD44,DCBLD2,DNMT3B,ANXA5,AREG,CDKN1A,CCT7,JUN,THBD,CXCR4,FOSL1,IRS2,EEF1A2,HRAS,MDM2	17	17/496	17/14132	0.167676330604793	14132	0.59884403787426	combined_Raf1S259F	Raf1S259F	combined	Active
IGA Glomerulonephritis	C0017661	CURATED	62	CHGA,TIMP1,CD44,SPRY2,TGFB1	5	5/496	5/14132	0.172670665030835	14132	0.608774780557431	combined_Raf1S259F	Raf1S259F	combined	Active
Uveitis	C0042164	CURATED	22	HLA-A,HLA-B,TGFB1	3	3/496	3/14132	0.179644104686634	14132	0.625343402390182	combined_Raf1S259F	Raf1S259F	combined	Active
Pre-Eclampsia	C0032914	CURATED	42	FLT1,HLA-A,CLU,ANXA5	4	4/496	4/14132	0.182078081279193	14132	0.625893404397224	combined_Raf1S259F	Raf1S259F	combined	Active
Diaphragmatic Hernia	C0019284	CURATED	64	FOXC2,WT1,GJA1,TGFB1,STRA6	5	5/496	5/14132	0.186715788123916	14132	0.633911626346628	combined_Raf1S259F	Raf1S259F	combined	Active
Impaired glucose tolerance (disorder)	C0271650	CURATED	44	NUS1,SQSTM1,PIK3R1,SIRT1	4	4/496	4/14132	0.200029473607709	14132	0.670830551733172	combined_Raf1S259F	Raf1S259F	combined	Active
Weight Gain	C0043094	CURATED	115	MYO10,GDF15,MEST,FEZ2,NUS1,ANXA5,PIK3CA	7	7/496	7/14132	0.217149578509117	14132	0.714908054439013	combined_Raf1S259F	Raf1S259F	combined	Active
Rhabdomyosarcoma	C0035412	CURATED	25	DICER1,HRAS,SDHC	3	3/496	3/14132	0.218371914810462	14132	0.714908054439013	combined_Raf1S259F	Raf1S259F	combined	Active
Nephroblastoma	C0027708	CURATED	47	WT1,AMER1,DICER1,COL6A3	4	4/496	4/14132	0.227677323855331	14132	0.715142815534544	combined_Raf1S259F	Raf1S259F	combined	Active
Atrial Fibrillation	C0004238	CURATED	166	HCN4,GOPC,CDKN1A,REEP3,SIRT1,GJA5,USP34,UST,SLC27A6	9	9/496	9/14132	0.228660015956441	14132	0.715142815534544	combined_Raf1S259F	Raf1S259F	combined	Active
Juvenile Myelomonocytic Leukemia	C0349639	CURATED	26	KRAS,SH2B3,RAC2	3	3/496	3/14132	0.231446220300271	14132	0.715142815534544	combined_Raf1S259F	Raf1S259F	combined	Active
Carcinoma of lung	C0684249	CURATED	26	PPP2R1B,KRAS,PIK3CA	3	3/496	3/14132	0.231446220300271	14132	0.715142815534544	combined_Raf1S259F	Raf1S259F	combined	Active
Multiple congenital anomalies/dysmorphic syndrome	C5681310	CURATED	26	KCTD10,THSD1,NTN1	3	3/496	3/14132	0.231446220300271	14132	0.715142815534544	combined_Raf1S259F	Raf1S259F	combined	Active
leukemia	C0023418	CURATED	48	LIG4,BCR,SPHK1,WT1	4	4/496	4/14132	0.237051191502213	14132	0.72432308514565	combined_Raf1S259F	Raf1S259F	combined	Active
Rheumatoid Arthritis	C0003873	CURATED	222	TFPI2,THBD,DNMT3B,PLAUR,GPRC5A,SPRED2,PADI2,ACAN,FKBP5,CCN1,CXCR4	11	11/496	11/14132	0.2540443787126	14132	0.757913265276246	combined_Raf1S259F	Raf1S259F	combined	Active
Hepatolenticular Degeneration	C0019202	CURATED	28	ALG11,ANXA5,TIMP1	3	3/496	3/14132	0.257715849398501	14132	0.757913265276246	combined_Raf1S259F	Raf1S259F	combined	Active
Pneumoconiosis	C0032273	CURATED	28	PTPRZ1,ACAN,ALG11	3	3/496	3/14132	0.257715849398501	14132	0.757913265276246	combined_Raf1S259F	Raf1S259F	combined	Active
Neoplasm Invasiveness	C0027626	CURATED	198	TGFB1,ADAMTS1,ZFP36,CXCR4,HRAS,ARF1,PLAUR,TIMP1,PKM,PIP5K1A	10	10/496	10/14132	0.260854407556969	14132	0.757913265276246	combined_Raf1S259F	Raf1S259F	combined	Active
Liver carcinoma	C2239176	CURATED	646	GDF15,IER2,CSPG4,FOSB,MDM2,PKM,USP2,TFPI2,IRS2,ASPM,SFN,TGFB1,FOS,CCN1,JUN,KRAS,CSRNP1,SPOP,EGR1,DICER1,HRAS,SPOCK1,PIK3CA,ZFP36,HJURP,ADAMTS1,CDC6	27	27/496	27/14132	0.261824582549976	14132	0.757913265276246	combined_Raf1S259F	Raf1S259F	combined	Active
Bradycardia	C0428977	CURATED	29	TAC1,NISCH,NTS	3	3/496	3/14132	0.270873776662404	14132	0.773442972536282	combined_Raf1S259F	Raf1S259F	combined	Active
Myocardial Infarction	C0027051	CURATED	175	TGFB1,CLU,SH2B3,THBD,ANXA5,COL6A3,LPL,TFPI,LIPG	9	9/496	9/14132	0.272814430312798	14132	0.773442972536282	combined_Raf1S259F	Raf1S259F	combined	Active
Congenital anomaly of cartilage (disorder)	C0008449	CURATED	30	FLT1,TGFB1,CHST3	3	3/496	3/14132	0.284024273344719	14132	0.783226336666203	combined_Raf1S259F	Raf1S259F	combined	Active
Hereditary Nonpolyposis Colorectal Neoplasms	C0009405	CURATED	30	KRAS,CD44,EPCAM	3	3/496	3/14132	0.284024273344719	14132	0.783226336666203	combined_Raf1S259F	Raf1S259F	combined	Active
Major Depressive Disorder	C1269683	CURATED	229	TOMM40,HSP90AA1,PSMB4,BCR,GJA1,MAP2K1,SGK1,RNF41,FKBP4,FKBP5,HOMER1	11	11/496	11/14132	0.284809576969528	14132	0.783226336666203	combined_Raf1S259F	Raf1S259F	combined	Active
Unipolar Depression	C0041696	CURATED	231	TOMM40,SGK1,HSP90AA1,PSMB4,BCR,FKBP4,GJA1,HOMER1,RNF41,FKBP5,MAP2K1	11	11/496	11/14132	0.293791898570609	14132	0.793366141110295	combined_Raf1S259F	Raf1S259F	combined	Active
Osteochondrodysplasias	C0029422	CURATED	31	TGFB1,FLT1,CHST3	3	3/496	3/14132	0.297151681943129	14132	0.793366141110295	combined_Raf1S259F	Raf1S259F	combined	Active
Squamous cell carcinoma of mouth	C0585362	CURATED	31	CDKN1A,DNMT3B,TNFRSF10B	3	3/496	3/14132	0.297151681943129	14132	0.793366141110295	combined_Raf1S259F	Raf1S259F	combined	Active
Tuberculoma	C0041295	CURATED	32	HLA-A,HLA-B,CORO1A	3	3/496	3/14132	0.310241448892884	14132	0.806345422830299	combined_Raf1S259F	Raf1S259F	combined	Active
Primary open angle glaucoma	C0339573	CURATED	32	CDKN1A,CARD10,COL6A3	3	3/496	3/14132	0.310241448892884	14132	0.806345422830299	combined_Raf1S259F	Raf1S259F	combined	Active
Carcinoma, Transitional Cell	C0007138	CURATED	56	CD44,SFN,HRAS,CDKN1A	4	4/496	4/14132	0.313741673610335	14132	0.806345422830299	combined_Raf1S259F	Raf1S259F	combined	Active
Transitional Cell Neoplasm	C0334265	CURATED	56	CD44,SFN,CDKN1A,HRAS	4	4/496	4/14132	0.313741673610335	14132	0.806345422830299	combined_Raf1S259F	Raf1S259F	combined	Active
Leukemia, Myelocytic, Acute	C0023467	CURATED	210	RAC2,SPRY4,CXCR4,DNMT3B,WT1,TFPI2,KRAS,ANXA5,SGK1,CD44	10	10/496	10/14132	0.318083041886916	14132	0.809933671471313	combined_Raf1S259F	Raf1S259F	combined	Active
Skin Neoplasms	C0037286	CURATED	57	TGFB1,HRAS,GJA1,FLT1	4	4/496	4/14132	0.323431190513128	14132	0.815996122854222	combined_Raf1S259F	Raf1S259F	combined	Active
Colonic Neoplasms	C0009375	CURATED	160	CDKN1A,CYP26A1,EPCAM,SLC19A1,JUN,KRAS,LPL,WT1	8	8/496	8/14132	0.330714106385282	14132	0.817768114478929	combined_Raf1S259F	Raf1S259F	combined	Active
Autosomal Recessive Primary Microcephaly	C3711387	CURATED	34	ANGPT2,CDK5RAP2,ASPM	3	3/496	3/14132	0.336255018333286	14132	0.817768114478929	combined_Raf1S259F	Raf1S259F	combined	Active
Short stature	C0349588	CURATED	162	PDZRN3,PSMD11,ACAN,CUL7,ANGPT2,WDR6,LRP6,MAP2K2	8	8/496	8/14132	0.342125801309927	14132	0.817768114478929	combined_Raf1S259F	Raf1S259F	combined	Active
Non-specific early-onset epileptic encephalopathy	C5680057	CURATED	59	YWHAG,DHDDS,EEF1A2,NUS1	4	4/496	4/14132	0.342805967445407	14132	0.817768114478929	combined_Raf1S259F	Raf1S259F	combined	Active
Neoplastic Syndromes, Hereditary	C0027672	CURATED	190	DICER1,SDHC,PIK3CA,AIP,SH2B3,HRAS,PRKAR1A,WT1,EPCAM	9	9/496	9/14132	0.350755934745408	14132	0.817768114478929	combined_Raf1S259F	Raf1S259F	combined	Active
Autistic Disorder	C0004352	CURATED	433	GJA1,LAMB3,PER1,ATP6V0A1,PRKCI,INPP1,PLAUR,NAA15,CUL7,REEP3,HLA-A,RANBP9,EEF1A2,SLC19A1,TAOK2,GABRB3,HRAS,ILDR2	18	18/496	18/14132	0.35221759127834	14132	0.817768114478929	combined_Raf1S259F	Raf1S259F	combined	Active
Liver Cirrhosis	C0023890	CURATED	164	FLT1,LAMC2,TGFB1,KRT18,BAMBI,ABCB11,TFPI,TUG1	8	8/496	8/14132	0.353585756752965	14132	0.817768114478929	combined_Raf1S259F	Raf1S259F	combined	Active
Sex Differentiation Disorders	C2930619	CURATED	36	MAMLD1,WT1,SPRY4	3	3/496	3/14132	0.361968496622674	14132	0.817768114478929	combined_Raf1S259F	Raf1S259F	combined	Active
Acute Promyelocytic Leukemia	C0023487	CURATED	61	PRKAR1A,THBD,WT1,CD44	4	4/496	4/14132	0.362135519694686	14132	0.817768114478929	combined_Raf1S259F	Raf1S259F	combined	Active
Hyperalgesia	C0020429	CURATED	87	RAF1,FOS,GJA1,TAC1,THBD	5	5/496	5/14132	0.364956306706005	14132	0.817768114478929	combined_Raf1S259F	Raf1S259F	combined	Active
Osteoporosis	C0029456	CURATED	87	LRP5,PKM,TGFB1,CCT2,CXCR4	5	5/496	5/14132	0.364956306706005	14132	0.817768114478929	combined_Raf1S259F	Raf1S259F	combined	Active
Kidney Failure, Acute	C0022660	CURATED	114	TGFB1,THBD,CD44,SIRT1,CCT7,CLU	6	6/496	6/14132	0.371339043399115	14132	0.817768114478929	combined_Raf1S259F	Raf1S259F	combined	Active
Acute Kidney Insufficiency	C1565662	CURATED	114	CCT7,THBD,SIRT1,CLU,TGFB1,CD44	6	6/496	6/14132	0.371339043399115	14132	0.817768114478929	combined_Raf1S259F	Raf1S259F	combined	Active
Diabetic Retinopathy	C0011884	CURATED	62	CLU,SIRT1,HLA-B,FLT1	4	4/496	4/14132	0.371769325864034	14132	0.817768114478929	combined_Raf1S259F	Raf1S259F	combined	Active
Meniere Disease	C0025281	CURATED	62	HLA-B,EPHA2,ADGRV1,ACAN	4	4/496	4/14132	0.371769325864034	14132	0.817768114478929	combined_Raf1S259F	Raf1S259F	combined	Active
Severe myopia	C0271183	CURATED	88	SLC19A1,PTPRZ1,ATAT1,LRP6,ANKMY2	5	5/496	5/14132	0.372979804573898	14132	0.817768114478929	combined_Raf1S259F	Raf1S259F	combined	Active
Cleft upper lip	C0008924	CURATED	37	SLC19A1,SPRY2,GJA1	3	3/496	3/14132	0.374686481543073	14132	0.817768114478929	combined_Raf1S259F	Raf1S259F	combined	Active
Acute kidney injury	C2609414	CURATED	115	CCT7,CLU,SIRT1,TGFB1,THBD,CD44	6	6/496	6/14132	0.378347655439569	14132	0.818544974061102	combined_Raf1S259F	Raf1S259F	combined	Active
Psychotic Disorders	C0033975	CURATED	89	PDE10A,HLA-B,TGFB1,FKBP5,GADD45B	5	5/496	5/14132	0.380995478835713	14132	0.818544974061102	combined_Raf1S259F	Raf1S259F	combined	Active
Osteoarthrosis, localized, not specified whether primary or secondary	C0157946	CURATED	117	GLS,TGFB1,TFPI2,EDIL3,YWHAQ,CLU	6	6/496	6/14132	0.392357321412261	14132	0.821012697100449	combined_Raf1S259F	Raf1S259F	combined	Active
Vitiligo	C0042900	CURATED	39	CD44,SH2B3,PIK3R1	3	3/496	3/14132	0.399799617629185	14132	0.821012697100449	combined_Raf1S259F	Raf1S259F	combined	Active
Endometrial Carcinoma	C0476089	CURATED	39	HRAS,PIK3R1,PIK3CA	3	3/496	3/14132	0.399799617629185	14132	0.821012697100449	combined_Raf1S259F	Raf1S259F	combined	Active
Squamous cell carcinoma of the head and neck	C1168401	CURATED	65	JUNB,DNMT3B,TNFRSF10B,PIK3CA	4	4/496	4/14132	0.400484804862106	14132	0.821012697100449	combined_Raf1S259F	Raf1S259F	combined	Active
Multiple Myeloma	C0026764	CURATED	146	HLA-A,LIG4,TFRC,KRAS,SGK1,SH2B3,TGFB1	7	7/496	7/14132	0.406286855670252	14132	0.821012697100449	combined_Raf1S259F	Raf1S259F	combined	Active
Myocardial Ischemia	C0151744	CURATED	338	LIPG,GDF15,LPL,SH2B3,TRIB1,ZFP36,DUSP1,PROCR,F2RL1,AREG,TFRC,BHLHE40,JUNB,FEZ2	14	14/496	14/14132	0.407827562161593	14132	0.821012697100449	combined_Raf1S259F	Raf1S259F	combined	Active
Squamous cell carcinoma of lung	C0149782	CURATED	67	KRAS,PIK3CA,MAP2K1,HRAS	4	4/496	4/14132	0.419426036135803	14132	0.821012697100449	combined_Raf1S259F	Raf1S259F	combined	Active
Systemic Scleroderma	C0036421	CURATED	41	CCN1,ANXA5,SIRT1	3	3/496	3/14132	0.424430448296702	14132	0.821012697100449	combined_Raf1S259F	Raf1S259F	combined	Active
Craniofacial Abnormalities	C0376634	CURATED	150	TRIM37,SPRY2,DNMT3B,ETS2,STRA6,GABRB3,FOXC2	7	7/496	7/14132	0.431401020246218	14132	0.821012697100449	combined_Raf1S259F	Raf1S259F	combined	Active
Stevens-Johnson Syndrome	C0038325	CURATED	42	HLA-A,HLA-B,PSMC5	3	3/496	3/14132	0.436548066647577	14132	0.821012697100449	combined_Raf1S259F	Raf1S259F	combined	Active
Severe Combined Immunodeficiency	C0085110	CURATED	42	LIG4,CORO1A,TFRC	3	3/496	3/14132	0.436548066647577	14132	0.821012697100449	combined_Raf1S259F	Raf1S259F	combined	Active
Severe global developmental delay	C1837397	CURATED	42	YWHAG,HUWE1,ATP6V0A1	3	3/496	3/14132	0.436548066647577	14132	0.821012697100449	combined_Raf1S259F	Raf1S259F	combined	Active
Fibrosis	C0016059	CURATED	69	TGFB1,SPHK1,SIRT1,TAC1	4	4/496	4/14132	0.438164884187173	14132	0.821012697100449	combined_Raf1S259F	Raf1S259F	combined	Active
Nonorganic psychosis	C0349204	CURATED	69	FKBP5,GADD45B,TGFB1,PDE10A	4	4/496	4/14132	0.438164884187173	14132	0.821012697100449	combined_Raf1S259F	Raf1S259F	combined	Active
Mixed bipolar I disorder	C0236780	CURATED	98	AKAP11,CD47,PLEKHO1,TAC1,BHLHE40	5	5/496	5/14132	0.452286810577062	14132	0.821012697100449	combined_Raf1S259F	Raf1S259F	combined	Active
Contact Dermatitis	C0011616	CURATED	71	CD44,PSMD12,DUSP1,HSP90AA1	4	4/496	4/14132	0.456670287890359	14132	0.821012697100449	combined_Raf1S259F	Raf1S259F	combined	Active
Brain Injuries	C0270611	CURATED	71	FOS,GABRB3,TRAF4,JUN	4	4/496	4/14132	0.456670287890359	14132	0.821012697100449	combined_Raf1S259F	Raf1S259F	combined	Active
ovarian neoplasm	C0919267	CURATED	182	TFRC,PIK3CA,URI1,CRABP2,EEF1A2,AREG,EPCAM,KRAS	8	8/496	8/14132	0.457192982211366	14132	0.821012697100449	combined_Raf1S259F	Raf1S259F	combined	Active
Bipolar I disorder, most recent episode manic (disorder)	C0024713	CURATED	99	TAC1,CD47,AKAP11,BHLHE40,PLEKHO1	5	5/496	5/14132	0.460063104554833	14132	0.821012697100449	combined_Raf1S259F	Raf1S259F	combined	Active
Mental Retardation, X-Linked Nonsyndromic	C3501611	CURATED	44	FTSJ1,USP9X,HUWE1	3	3/496	3/14132	0.460359196075226	14132	0.821012697100449	combined_Raf1S259F	Raf1S259F	combined	Active
Alzheimer's Disease	C0002395	CURATED	211	WT1,CLU,SPRED2,DHCR24,ARC,ADAMTS1,TOMM40,PIK3R1,LPL	9	9/496	9/14132	0.462972144414499	14132	0.821012697100449	combined_Raf1S259F	Raf1S259F	combined	Active
Prostate cancer, familial	C2931456	CURATED	73	MAP2K1,ATAT1,DNMT3B,KDM2A	4	4/496	4/14132	0.474914264279977	14132	0.821012697100449	combined_Raf1S259F	Raf1S259F	combined	Active
Non-alcoholic Fatty Liver Disease	C0400966	CURATED	101	TGFB1,PRKACA,SIRT1,TRIB1,ADIPOR2	5	5/496	5/14132	0.475499006253452	14132	0.821012697100449	combined_Raf1S259F	Raf1S259F	combined	Active
Nonalcoholic steatohepatitis	C3241937	CURATED	101	SIRT1,PRKACA,TRIB1,ADIPOR2,TGFB1	5	5/496	5/14132	0.475499006253452	14132	0.821012697100449	combined_Raf1S259F	Raf1S259F	combined	Active
Diabetic Nephropathy	C0011881	CURATED	46	CDKN1A,TGFB1,TNFAIP1	3	3/496	3/14132	0.483573252069861	14132	0.821012697100449	combined_Raf1S259F	Raf1S259F	combined	Active
Depressive disorder	C0011581	CURATED	272	TAC1,FKBP5,GABRB3,PRKCI,VGF,NTS,STIP1,TGFB1,TWNK,HOMER1,DUSP1	11	11/496	11/14132	0.486139071944167	14132	0.821012697100449	combined_Raf1S259F	Raf1S259F	combined	Active
Hypertensive disease	C0020538	CURATED	301	FOS,GJA1,SGK1,GJA5,JUN,CHGA,CLU,ITM2B,LPL,COL6A3,TGFB1,TIMP1	12	12/496	12/14132	0.489163254155035	14132	0.821012697100449	combined_Raf1S259F	Raf1S259F	combined	Active
Ductal Breast Carcinoma	C1527349	CURATED	103	HLA-A,LRP6,PRKACB,NTS,UBR5	5	5/496	5/14132	0.490764829109019	14132	0.821012697100449	combined_Raf1S259F	Raf1S259F	combined	Active
Neuroblastoma	C0027819	CURATED	75	PSMD14,HRAS,CD44,KRAS	4	4/496	4/14132	0.492871781177399	14132	0.821012697100449	combined_Raf1S259F	Raf1S259F	combined	Active
Myoepithelioma	C0027070	CURATED	104	CLSPN,EYA4,GABRB3,LRP10,SENP3	5	5/496	5/14132	0.498328841209691	14132	0.821012697100449	combined_Raf1S259F	Raf1S259F	combined	Active
Malignant neoplasm of urinary bladder	C0005684	CURATED	218	HRAS,PIK3CA,CDKN1A,SLC19A1,TFRC,PIP5K1A,IGSF21,LOXL4,KRAS	9	9/496	9/14132	0.499792061984897	14132	0.821012697100449	combined_Raf1S259F	Raf1S259F	combined	Active
Depression, Bipolar	C0005587	CURATED	105	TAC1,BHLHE40,PLEKHO1,CD47,AKAP11	5	5/496	5/14132	0.505844356607923	14132	0.821012697100449	combined_Raf1S259F	Raf1S259F	combined	Active
Hyperglycemia	C0020456	CURATED	48	NUS1,PRKAR1A,IRS2	3	3/496	3/14132	0.506159239779853	14132	0.821012697100449	combined_Raf1S259F	Raf1S259F	combined	Active
Adult Cholangiocarcinoma	C0280725	CURATED	48	PRKACB,PRKACA,KRAS	3	3/496	3/14132	0.506159239779853	14132	0.821012697100449	combined_Raf1S259F	Raf1S259F	combined	Active
Left ventricular noncompaction cardiomyopathy	C4021133	CURATED	48	EYA4,HCN4,RAF1	3	3/496	3/14132	0.506159239779853	14132	0.821012697100449	combined_Raf1S259F	Raf1S259F	combined	Active
Pancreatic Neoplasm	C0030297	CURATED	191	WT1,RHBDD1,LIG4,EPCAM,TFPI2,CD44,TGFB1,KRAS	8	8/496	8/14132	0.507927919281884	14132	0.821012697100449	combined_Raf1S259F	Raf1S259F	combined	Active
malignant neoplasm of head of pancreas	C0153458	CURATED	191	LIG4,TGFB1,TFPI2,WT1,KRAS,EPCAM,CD44,RHBDD1	8	8/496	8/14132	0.507927919281884	14132	0.821012697100449	combined_Raf1S259F	Raf1S259F	combined	Active
Malignant neoplasm of body of pancreas	C0153459	CURATED	191	WT1,TFPI2,RHBDD1,KRAS,LIG4,CD44,EPCAM,TGFB1	8	8/496	8/14132	0.507927919281884	14132	0.821012697100449	combined_Raf1S259F	Raf1S259F	combined	Active
Malignant neoplasm of tail of pancreas	C0153460	CURATED	191	TGFB1,CD44,TFPI2,WT1,RHBDD1,KRAS,EPCAM,LIG4	8	8/496	8/14132	0.507927919281884	14132	0.821012697100449	combined_Raf1S259F	Raf1S259F	combined	Active
Malignant neoplasm of other specified sites of pancreas	C0153463	CURATED	191	KRAS,LIG4,CD44,EPCAM,RHBDD1,TGFB1,WT1,TFPI2	8	8/496	8/14132	0.507927919281884	14132	0.821012697100449	combined_Raf1S259F	Raf1S259F	combined	Active
Malignant neoplasm of body of stomach	C0153421	CURATED	77	FOSL1,PIK3CA,CXCR4,KRAS	4	4/496	4/14132	0.510520622560643	14132	0.821012697100449	combined_Raf1S259F	Raf1S259F	combined	Active
Malignant tumor of lesser curve of stomach	C0153422	CURATED	77	PIK3CA,FOSL1,KRAS,CXCR4	4	4/496	4/14132	0.510520622560643	14132	0.821012697100449	combined_Raf1S259F	Raf1S259F	combined	Active
Malignant tumor of greater curve of stomach	C0153423	CURATED	77	KRAS,PIK3CA,FOSL1,CXCR4	4	4/496	4/14132	0.510520622560643	14132	0.821012697100449	combined_Raf1S259F	Raf1S259F	combined	Active
Leber Congenital Amaurosis	C0339527	CURATED	78	CCT2,LRP5,RPGR,IQCB1	4	4/496	4/14132	0.519223083186469	14132	0.828520316569213	combined_Raf1S259F	Raf1S259F	combined	Active
Mental Retardation	C0025362	CURATED	165	STRA6,NAA15,KRAS,ZCCHC8,EEF1B2,KIFBP,SC5D	7	7/496	7/14132	0.523308414022163	14132	0.828520316569213	combined_Raf1S259F	Raf1S259F	combined	Active
Polycystic Ovary Syndrome	C0032460	CURATED	138	ASPM,ERRFI1,DCBLD2,TFRC,MAPK8IP3,CDC6	6	6/496	6/14132	0.535082418095194	14132	0.828520316569213	combined_Raf1S259F	Raf1S259F	combined	Active
Small cell carcinoma of lung	C0149925	CURATED	80	PIK3R1,LAMC2,LAMB3,DNMT3B	4	4/496	4/14132	0.536373072294834	14132	0.828520316569213	combined_Raf1S259F	Raf1S259F	combined	Active
Ankylosing spondylitis and other inflammatory spondylopathies	C0003089	CURATED	51	EGR1,SIRT1,TIMP1	3	3/496	3/14132	0.538810043780835	14132	0.828520316569213	combined_Raf1S259F	Raf1S259F	combined	Active
Cleft Palate	C0008925	CURATED	51	SPRY2,SLC19A1,TGFB1	3	3/496	3/14132	0.538810043780835	14132	0.828520316569213	combined_Raf1S259F	Raf1S259F	combined	Active
Kidney Diseases	C0022658	CURATED	140	XPNPEP3,THBD,TGFB1,WT1,CDKN1A,CLU	6	6/496	6/14132	0.547942068684782	14132	0.828520316569213	combined_Raf1S259F	Raf1S259F	combined	Active
Primary Biliary Cholangitis	C0008312	CURATED	52	TGFB1,TJP2,CENPB	3	3/496	3/14132	0.549357671619062	14132	0.828520316569213	combined_Raf1S259F	Raf1S259F	combined	Active
Cholangiocarcinoma	C0206698	CURATED	52	PRKACA,PRKACB,KRAS	3	3/496	3/14132	0.549357671619062	14132	0.828520316569213	combined_Raf1S259F	Raf1S259F	combined	Active
Myelodysplasias, Hematopoetic	C2713368	CURATED	52	SPHK1,DNMT3B,KRAS	3	3/496	3/14132	0.549357671619062	14132	0.828520316569213	combined_Raf1S259F	Raf1S259F	combined	Active
Malignant neoplasm of stomach	C0024623	CURATED	111	CXCR4,FOSL1,PIK3CA,EPCAM,KRAS	5	5/496	5/14132	0.549822691831876	14132	0.828520316569213	combined_Raf1S259F	Raf1S259F	combined	Active
Cocaine-Related Disorders	C0236736	CURATED	112	ARC,FOS,FOSB,EGR1,HOMER1	5	5/496	5/14132	0.556952220094819	14132	0.828520316569213	combined_Raf1S259F	Raf1S259F	combined	Active
Gastric Adenocarcinoma	C0278701	CURATED	53	CD44,UBR5,EPHA2	3	3/496	3/14132	0.559734793575012	14132	0.828520316569213	combined_Raf1S259F	Raf1S259F	combined	Active
Hypotension	C0020649	CURATED	55	TAC1,NISCH,MAP2K2	3	3/496	3/14132	0.579973619673129	14132	0.828520316569213	combined_Raf1S259F	Raf1S259F	combined	Active
Autosomal dominant non-syndromic intellectual disability	C5680502	CURATED	55	KCNQ2,EEF1A2,YWHAZ	3	3/496	3/14132	0.579973619673129	14132	0.828520316569213	combined_Raf1S259F	Raf1S259F	combined	Active
Bladder Neoplasm	C0005695	CURATED	206	SLC19A1,KRAS,PIP5K1A,LOXL4,HRAS,IGSF21,TFRC,CDKN1A	8	8/496	8/14132	0.588434674524246	14132	0.828520316569213	combined_Raf1S259F	Raf1S259F	combined	Active
Primary malignant neoplasm of ovary and other uterine adnexa (disorder)	C1299247	CURATED	56	PIK3CA,TFRC,EEF1A2	3	3/496	3/14132	0.589834062119899	14132	0.828520316569213	combined_Raf1S259F	Raf1S259F	combined	Active
Mesothelioma malignant advanced	C0278752	CURATED	117	WT1,RAF1,OSMR,CDKN1A,FGD6	5	5/496	5/14132	0.591663985803786	14132	0.828520316569213	combined_Raf1S259F	Raf1S259F	combined	Active
Diffuse malignant mesothelioma	C0392400	CURATED	117	CDKN1A,RAF1,WT1,FGD6,OSMR	5	5/496	5/14132	0.591663985803786	14132	0.828520316569213	combined_Raf1S259F	Raf1S259F	combined	Active
Asbestos-Related Malignant Mesothelioma	C1332338	CURATED	117	CDKN1A,WT1,OSMR,FGD6,RAF1	5	5/496	5/14132	0.591663985803786	14132	0.828520316569213	combined_Raf1S259F	Raf1S259F	combined	Active
Malignant neoplasm of upper lobe, bronchus or lung	C0024624	CURATED	87	IRS4,PIK3CA,PPP2R1B,KRAS	4	4/496	4/14132	0.593536484301433	14132	0.828520316569213	combined_Raf1S259F	Raf1S259F	combined	Active
Malignant neoplasm of middle lobe, bronchus or lung	C0153491	CURATED	87	KRAS,PPP2R1B,IRS4,PIK3CA	4	4/496	4/14132	0.593536484301433	14132	0.828520316569213	combined_Raf1S259F	Raf1S259F	combined	Active
Malignant neoplasm of lower lobe, bronchus or lung	C0153492	CURATED	87	PIK3CA,IRS4,KRAS,PPP2R1B	4	4/496	4/14132	0.593536484301433	14132	0.828520316569213	combined_Raf1S259F	Raf1S259F	combined	Active
Malignant neoplasm of other parts of bronchus or lung	C0153493	CURATED	87	KRAS,PIK3CA,IRS4,PPP2R1B	4	4/496	4/14132	0.593536484301433	14132	0.828520316569213	combined_Raf1S259F	Raf1S259F	combined	Active
Malignant mesothelioma	C0345967	CURATED	118	RAF1,OSMR,FGD6,WT1,CDKN1A	5	5/496	5/14132	0.5984117035312	14132	0.828520316569213	combined_Raf1S259F	Raf1S259F	combined	Active
